seq_len,scheme,model,epoch,train_loss,val_loss
20,A-宏观(3维),LSTM,8,0.0015732034098323822,0.0016773344250395894
20,A-宏观(3维),LSTM,9,0.0015539182710677213,0.0018634513253346086
20,A-宏观(3维),LSTM,10,0.0015737090012095654,0.0021471192594617605
20,A-宏观(3维),LSTM,11,0.0015892002256762594,0.001712262281216681
20,A-宏观(3维),LSTM,12,0.0015526978102376686,0.0019665032159537077
20,A-宏观(3维),LSTM,13,0.0015453089683227464,0.0016341808950528502
20,A-宏观(3维),LSTM,14,0.0015367279083856437,0.001700336579233408
20,A-宏观(3维),LSTM,15,0.0015295922100955297,0.0016524618258699775
20,A-宏观(3维),LSTM,16,0.0015562303293733223,0.0018428361508995295
20,A-宏观(3维),LSTM,17,0.0015530776831797558,0.0016665428411215544
20,A-宏观(3维),LSTM,18,0.0015444212495912236,0.0017099616816267371
20,A-宏观(3维),LSTM,19,0.0015634142440143818,0.001605851692147553
20,A-宏观(3维),LSTM,20,0.0015511000853018228,0.001916896435432136
20,A-宏观(3维),LSTM,21,0.0015403149678254397,0.0016645895084366202
20,A-宏观(3维),LSTM,22,0.0015289074138697765,0.0017176911933347583
20,A-宏观(3维),LSTM,23,0.0015481382739144873,0.001977647887542844
20,A-宏观(3维),LSTM,24,0.0015279460194082526,0.0018830656772479415
20,A-宏观(3维),LSTM,25,0.0015242063406999122,0.0016445685178041458
20,A-宏观(3维),LSTM,26,0.0015816351542349717,0.001566273276694119
20,A-宏观(3维),LSTM,27,0.0015441441863642694,0.0017584370216354728
20,A-宏观(3维),LSTM,28,0.0015331537727522894,0.0016272460343316197
20,A-宏观(3维),LSTM,29,0.0015154716298997808,0.0016054934822022915
20,A-宏观(3维),LSTM,30,0.0015406908685134842,0.0017549765761941671
20,A-宏观(3维),LSTM,31,0.001525858898409791,0.0016629418823868036
20,A-宏观(3维),LSTM,32,0.001535693130115742,0.0015719508519396186
20,A-宏观(3维),LSTM,33,0.0015741058097482664,0.0017526436131447554
20,A-宏观(3维),LSTM,34,0.00152935249797224,0.0016573735047131777
20,A-宏观(3维),LSTM,35,0.0015370285260690399,0.0016657834639772773
20,A-宏观(3维),LSTM,36,0.0015357269314354093,0.0018208026885986328
20,A-宏观(3维),LSTM,37,0.0015253574305473744,0.0017292016418650746
20,A-宏观(3维),LSTM,38,0.0015294199174904562,0.00164152798242867
20,A-宏观(3维),LSTM,39,0.001541901671867145,0.0018681236542761326
20,A-宏观(3维),LSTM,40,0.001543029318800004,0.0016718328697606921
20,A-宏观(3维),LSTM,41,0.0015335771220958924,0.0017131116474047303
20,A-宏观(3维),LSTM,42,0.0015177519475770233,0.0017498796805739403
20,A-宏观(3维),LSTM,43,0.0015204947008441866,0.0016240968834608793
20,A-宏观(3维),LSTM,44,0.0015354240048785896,0.001720634987577796
20,A-宏观(3维),LSTM,45,0.0015393286607287189,0.0016483068466186523
20,A-宏观(3维),LSTM,46,0.001527891966086885,0.0017472733743488789
20,A-宏观(3维),LSTM,47,0.0015343553914792332,0.001720526604913175
20,A-宏观(3维),LSTM,48,0.0015163394996666358,0.001754766795784235
20,A-宏观(3维),LSTM,49,0.0015248385920081616,0.0017081929836422205
20,A-宏观(3维),LSTM,50,0.0015241552044626292,0.001710331067442894
20,A-宏观(3维),LSTM,51,0.001524462659825234,0.0017278832383453846
20,B-全部外部(10维),GRU,1,0.13484855515766384,0.009299847297370434
20,B-全部外部(10维),GRU,2,0.002955095197475203,0.002770251827314496
20,B-全部外部(10维),GRU,3,0.0017598619976864124,0.0014376618200913072
20,B-全部外部(10维),GRU,4,0.0016342482847819023,0.001517925295047462
20,B-全部外部(10维),GRU,5,0.0015458320087788813,0.0014535834779962897
20,B-全部外部(10维),GRU,6,0.0015158308400664807,0.001395657891407609
20,B-全部外部(10维),GRU,7,0.0015321377904092468,0.0013933890732005239
20,B-全部外部(10维),GRU,8,0.0014043833731104923,0.0016162912361323833
20,B-全部外部(10维),GRU,9,0.0014523586681919696,0.001327058649621904
20,B-全部外部(10维),GRU,10,0.0013470691175520232,0.0013896009186282754
20,B-全部外部(10维),GRU,11,0.0013466333467362244,0.0012921338202431798
20,B-全部外部(10维),GRU,12,0.001310245280019054,0.0011907977750524879
20,B-全部外部(10维),GRU,13,0.0012307701952080962,0.0012633200967684388
20,B-全部外部(10维),GRU,14,0.001100664230198553,0.0010088901035487652
20,B-全部外部(10维),GRU,15,0.0011126687766972896,0.0009585037478245795
20,B-全部外部(10维),GRU,16,0.0009801099971760393,0.0011102305725216866
20,B-全部外部(10维),GRU,17,0.0008720297492542979,0.0012008099583908916
20,B-全部外部(10维),GRU,18,0.0010933590626338236,0.0018356171203777194
20,B-全部外部(10维),GRU,19,0.0010396650224638502,0.0009002386941574514
20,B-全部外部(10维),GRU,20,0.0009120630899864317,0.0007331906817853451
20,B-全部外部(10维),GRU,21,0.0009134345651862042,0.0007207345915958285
20,B-全部外部(10维),GRU,22,0.0010324832506018262,0.0012685826513916254
20,B-全部外部(10维),GRU,23,0.0009542988352638375,0.0007247563917189837
20,B-全部外部(10维),GRU,24,0.0007899721739543207,0.0007232709904201329
20,B-全部外部(10维),GRU,25,0.0008037049850082967,0.0008870601304806769
20,B-全部外部(10维),GRU,26,0.0008594332581660347,0.0011206321651116014
20,B-全部外部(10维),GRU,27,0.0008116812286043198,0.0006325891008600593
20,B-全部外部(10维),GRU,28,0.0008574261059650731,0.0006531252292916179
20,B-全部外部(10维),GRU,29,0.000850739978427581,0.0008491766056977212
20,B-全部外部(10维),GRU,30,0.0007191874113935132,0.0005999504937790334
20,B-全部外部(10维),GRU,31,0.0007304110874244987,0.0005909535684622824
20,B-全部外部(10维),GRU,32,0.0006644114585006575,0.0005869045271538198
20,B-全部外部(10维),GRU,33,0.000691514076009073,0.0006074520642869174
20,B-全部外部(10维),GRU,34,0.0006513811116012262,0.0006836496759206057
20,B-全部外部(10维),GRU,35,0.0007039657765916587,0.0008195068221539259
20,B-全部外部(10维),GRU,36,0.0006555118363507556,0.0007457657484337687
20,B-全部外部(10维),GRU,37,0.0006795369133059362,0.0005830783047713339
20,B-全部外部(10维),GRU,38,0.000939278280562787,0.0012445657048374414
20,B-全部外部(10维),GRU,39,0.0007635304989529094,0.0006436971598304808
20,B-全部外部(10维),GRU,40,0.0006394769015555304,0.0005800552316941321
20,B-全部外部(10维),GRU,41,0.0007212295218942028,0.0007205039146356285
20,B-全部外部(10维),GRU,42,0.0006787724379807797,0.0005690354737453163
20,B-全部外部(10维),GRU,43,0.0007032561409547886,0.0006830646307207644
20,B-全部外部(10维),GRU,44,0.0007649403070499278,0.0006393939256668091
20,B-全部外部(10维),GRU,45,0.0006940816147440546,0.0005601480952464044
20,B-全部外部(10维),GRU,46,0.0008162394664489115,0.000893448363058269
20,B-全部外部(10维),GRU,47,0.0006579110856660924,0.0011455711210146546
20,B-全部外部(10维),GRU,48,0.0008301239434268066,0.0008582879090681672
20,B-全部外部(10维),GRU,49,0.0007925759081074248,0.0006688686553388834
20,B-全部外部(10维),GRU,50,0.0007072993943627099,0.0008381372899748385
20,B-全部外部(10维),GRU,51,0.0006367981835077884,0.0005545413587242365
20,B-全部外部(10维),GRU,52,0.0006395239851110742,0.0007007687818259001
20,B-全部外部(10维),GRU,53,0.0006191324359958593,0.0005441340035758913
20,B-全部外部(10维),GRU,54,0.0006114067335238789,0.0006614067824557424
20,B-全部外部(10维),GRU,55,0.0005895381098969394,0.0005317977629601955
20,B-全部外部(10维),GRU,56,0.0006277167649891165,0.0009098408627323806
20,B-全部外部(10维),GRU,57,0.000674164568708575,0.0005638216389343143
20,B-全部外部(10维),GRU,58,0.0007339834191077128,0.0005444422131404281
20,B-全部外部(10维),GRU,59,0.0005995160080702057,0.000541718618478626
20,B-全部外部(10维),GRU,60,0.0006076154091774594,0.0005384082905948162
20,B-全部外部(10维),GRU,61,0.0006345138949776299,0.0008856840431690216
20,B-全部外部(10维),GRU,62,0.0005968259084296731,0.0005392938037402928
20,B-全部外部(10维),GRU,63,0.0008205032006684888,0.0005914636421948671
20,B-全部外部(10维),GRU,64,0.0007197957302001171,0.0005746532115153968
20,B-全部外部(10维),GRU,65,0.0006755101644046105,0.0006772905471734703
20,B-全部外部(10维),GRU,66,0.0006192237415501077,0.0005945444572716951
20,B-全部外部(10维),GRU,67,0.0005701230051218176,0.000610845279879868
20,B-全部外部(10维),GRU,68,0.0005507791117696293,0.0006434832466766238
20,B-全部外部(10维),GRU,69,0.0006198252674678564,0.000536199368070811
20,B-全部外部(10维),GRU,70,0.0006702713490647036,0.0005274186842143536
20,B-全部外部(10维),GRU,71,0.0005794631789742045,0.0006347240414470434
20,B-全部外部(10维),GRU,72,0.0006038120091629123,0.0005643547046929598
20,B-全部外部(10维),GRU,73,0.0006151853442023455,0.0005682669579982758
20,B-全部外部(10维),GRU,74,0.000583307652732758,0.0005294756847433746
20,B-全部外部(10维),GRU,75,0.0005853640526354757,0.0005995355313643813
20,B-全部外部(10维),GRU,76,0.0005898749034740674,0.0006580439512617886
20,B-全部外部(10维),GRU,77,0.0006341072267739171,0.0009215863537974656
20,B-全部外部(10维),GRU,78,0.0006628751082890211,0.0005455304053612053
20,B-全部外部(10维),GRU,79,0.0005754714917970508,0.0005557408439926803
20,B-全部外部(10维),GRU,80,0.0006068509779116339,0.0006974618881940842
20,B-全部外部(10维),GRU,81,0.0005608667682698908,0.0005285353399813175
20,B-全部外部(10维),GRU,82,0.0005534565275618323,0.0006383346044458449
20,B-全部外部(10维),GRU,83,0.000553206824707301,0.0005840984522365034
20,B-全部外部(10维),GRU,84,0.0005418494756968058,0.0005398964276537299
20,B-全部外部(10维),GRU,85,0.0005601475431874038,0.0005688367527909577
20,B-全部外部(10维),GRU,86,0.000545647132555476,0.0005442795227281749
20,B-全部外部(10维),GRU,87,0.0005584934916788803,0.0006200805655680597
20,B-全部外部(10维),GRU,88,0.0005486376523510527,0.0005691180704161525
20,B-全部外部(10维),GRU,89,0.0005387316487107205,0.000534735678229481
20,B-全部外部(10维),GRU,90,0.0005799317314856783,0.0005734598962590098
20,B-全部外部(10维),GRU,91,0.0005840093710159806,0.0005654526175931096
20,B-全部外部(10维),GRU,92,0.0005514040266890771,0.0006116755539551377
20,B-全部外部(10维),GRU,93,0.0005363960959534354,0.0005240546888671815
20,B-全部外部(10维),GRU,94,0.0005527178548155318,0.0005615229019895196
20,B-全部外部(10维),GRU,95,0.0005516875989092802,0.000567674869671464
20,B-全部外部(10维),GRU,96,0.0005372621814925262,0.000549235672224313
20,B-全部外部(10维),GRU,97,0.0005725766165393504,0.0005257460870780051
20,B-全部外部(10维),GRU,98,0.0005552192781001626,0.0005237674922682345
20,B-全部外部(10维),GRU,99,0.0005530189939159052,0.0005590430810116231
20,B-全部外部(10维),GRU,100,0.0005462811962510827,0.0005809902213513851
20,B-全部外部(10维),GRU,101,0.000551213951201935,0.0005741771892644465
20,B-全部外部(10维),GRU,102,0.0005484988244298177,0.0005334526649676263
20,B-全部外部(10维),GRU,103,0.0005510033853693214,0.0005363061791285872
20,B-全部外部(10维),GRU,104,0.0005618028126402126,0.0006085379864089191
20,B-全部外部(10维),GRU,105,0.0005413402602759305,0.0005868208827450871
20,B-全部外部(10维),GRU,106,0.0005291357672941924,0.0005234760465100408
20,B-全部外部(10维),GRU,107,0.0005373514728819974,0.00053688621846959
20,B-全部外部(10维),GRU,108,0.0005341324417497075,0.0005289227701723576
20,B-全部外部(10维),GRU,109,0.0005453497062114125,0.0005279405158944428
20,B-全部外部(10维),GRU,110,0.0005286834495115785,0.0005312360008247197
20,B-全部外部(10维),GRU,111,0.000550648306286516,0.0005460969405248761
20,B-全部外部(10维),GRU,112,0.0005373364427105745,0.0005945885786786675
20,B-全部外部(10维),GRU,113,0.000551655937322722,0.0006071854731999338
20,B-全部外部(10维),GRU,114,0.0005387826928087183,0.0006008137715980411
20,B-全部外部(10维),GRU,115,0.0005283317147497787,0.0006040795124135911
20,B-全部外部(10维),GRU,116,0.0005481704370014385,0.0005543466540984809
20,B-全部外部(10维),GRU,117,0.0005391660781308214,0.0005807265406474471
20,B-全部外部(10维),GRU,118,0.0005343808683913741,0.0005629459046758711
20,B-全部外部(10维),GRU,119,0.0005272245536848789,0.0005434089689515531
20,B-全部外部(10维),GRU,120,0.0005230555259947939,0.0006118799792602658
20,B-全部外部(10维),GRU,121,0.0005255779287398197,0.0005504927830770612
20,B-全部外部(10维),GRU,122,0.0005308609182116918,0.0005679464084096253
20,B-全部外部(10维),GRU,123,0.0005208446504682213,0.0005217159050516784
20,B-全部外部(10维),GRU,124,0.0005390593894279242,0.0006561695481650531
20,B-全部外部(10维),GRU,125,0.0005518366813694757,0.0006043991888873279
20,B-全部外部(10维),GRU,126,0.0005342373501083973,0.0005239996826276183
20,B-全部外部(10维),GRU,127,0.000531792691157042,0.0005388055578805506
20,B-全部外部(10维),GRU,128,0.0005484730005447038,0.0007178378873504698
20,B-全部外部(10维),GRU,129,0.0005507971606220249,0.0005419350345619023
20,B-全部外部(10维),GRU,130,0.0005337737845557862,0.0005384500254876912
20,B-全部外部(10维),GRU,131,0.0005282359870276421,0.0005214348202571273
20,B-全部外部(10维),GRU,132,0.000536287908471803,0.0006162315257824957
20,B-全部外部(10维),GRU,133,0.000543684312021813,0.0005444941925816238
20,B-全部外部(10维),GRU,134,0.0005407853639640269,0.0005851825699210167
20,B-全部外部(10维),GRU,135,0.0005374585787245681,0.0005771347787231207
20,B-全部外部(10维),GRU,136,0.0005362162000145364,0.0005450172466225922
20,B-全部外部(10维),GRU,137,0.0005196158258582615,0.000551481731235981
20,B-全部外部(10维),GRU,138,0.000538976171479401,0.0005228017689660192
20,B-全部外部(10维),GRU,139,0.0005365991264677688,0.0005492689670063555
20,B-全部外部(10维),GRU,140,0.0005401770976235118,0.0005394343752413988
20,B-全部外部(10维),GRU,141,0.0005414840974826716,0.0005203888285905123
20,B-全部外部(10维),GRU,142,0.0005268524187370406,0.000540791021194309
20,B-全部外部(10维),GRU,143,0.0005330545702254207,0.0005560393910855055
20,B-全部外部(10维),GRU,144,0.0005364316353703055,0.0005464347777888179
20,B-全部外部(10维),GRU,145,0.0005341453272079311,0.000522928312420845
20,B-全部外部(10维),GRU,146,0.0005417766766149935,0.0005544376908801496
20,B-全部外部(10维),GRU,147,0.0005307850049134132,0.0005214950069785118
20,B-全部外部(10维),GRU,148,0.0005337260099251432,0.0005667181685566902
20,B-全部外部(10维),GRU,149,0.0005368999441467179,0.0005240499158389866
20,B-全部外部(10维),GRU,150,0.0005481236321025068,0.0005912657943554223
20,B-全部外部(10维),GRU,151,0.000538596315137615,0.0005296183517202735
20,B-全部外部(10维),GRU,152,0.0005197796373543281,0.000522391579579562
20,B-全部外部(10维),GRU,153,0.0005354076057343785,0.0005592756788246334
20,B-全部外部(10维),GRU,154,0.0005253463555156624,0.0005424693808890879
20,B-全部外部(10维),GRU,155,0.00052072424425128,0.0005350786377675831
20,B-全部外部(10维),GRU,156,0.0005275666138064896,0.0006006154580973089
20,B-全部外部(10维),GRU,157,0.0005227393446458978,0.0005716546438634396
20,B-全部外部(10维),GRU,158,0.0005229964176076404,0.0005491846241056919
20,B-全部外部(10维),GRU,159,0.0005232406672785251,0.000562401779461652
20,B-全部外部(10维),GRU,160,0.0005271746875686071,0.00057637644931674
20,B-全部外部(10维),GRU,161,0.0005257556950276272,0.0005370900616981089
20,B-全部外部(10维),GRU,162,0.0005325661670131008,0.0005473073688335717
20,B-全部外部(10维),GRU,163,0.0005219501292525266,0.0005366016994230449
20,B-全部外部(10维),GRU,164,0.0005308006760696693,0.0005372875602915883
20,B-全部外部(10维),GRU,165,0.0005264159604251065,0.0005255684372968972
20,B-全部外部(10维),GRU,166,0.0005288391364548279,0.0005446075811050832
20,B-全部外部(10维),LSTM,1,0.20354093684781244,0.004354055970907211
20,B-全部外部(10维),LSTM,2,0.0027706736947537983,0.0015825224108994007
20,B-全部外部(10维),LSTM,3,0.0017034443037331978,0.0018107647774741054
20,B-全部外部(10维),LSTM,4,0.0016629396930964656,0.0016412578988820314
20,B-全部外部(10维),LSTM,5,0.0016183308184986095,0.0016128552379086614
20,B-全部外部(10维),LSTM,6,0.0015996087579230117,0.0017166556790471077
20,B-全部外部(10维),LSTM,7,0.0016277034172163482,0.0016136610647663474
20,B-全部外部(10维),LSTM,8,0.0015459768092751986,0.0015907468041405082
20,B-全部外部(10维),LSTM,9,0.0015531816784914315,0.0017782399663701653
20,B-全部外部(10维),LSTM,10,0.0015638328169792703,0.0015921699814498425
20,B-全部外部(10维),LSTM,11,0.0015146493212885722,0.0015081706224009395
20,B-全部外部(10维),LSTM,12,0.0015633302087218646,0.0017573934746906161
20,B-全部外部(10维),LSTM,13,0.0016256584706684561,0.001856617396697402
20,B-全部外部(10维),LSTM,14,0.001527030023937233,0.0019431752152740955
20,B-全部外部(10维),LSTM,15,0.0014584990505086212,0.0013564417604357004
20,B-全部外部(10维),LSTM,16,0.001471788641932839,0.001322006224654615
20,B-全部外部(10维),LSTM,17,0.0013567411308729957,0.001333387102931738
20,B-全部外部(10维),LSTM,18,0.0016656922278092412,0.0015829241601750255
20,B-全部外部(10维),LSTM,19,0.0013706372581858018,0.001411914243362844
20,B-全部外部(10维),LSTM,20,0.0011915703350897392,0.0018877916736528277
20,B-全部外部(10维),LSTM,21,0.0011402750395402635,0.0010698537807911634
20,B-全部外部(10维),LSTM,22,0.0010512968666195061,0.0018369449535384774
20,B-全部外部(10维),LSTM,23,0.001134174133257181,0.0008663061889819801
20,B-全部外部(10维),LSTM,24,0.000992222447458787,0.0012287604622542858
20,B-全部外部(10维),LSTM,25,0.000959952598733,0.0008858866640366614
20,B-全部外部(10维),LSTM,26,0.0010200700519654232,0.0007440457702614367
20,B-全部外部(10维),LSTM,27,0.0011144942910547408,0.0009367009624838829
20,B-全部外部(10维),LSTM,28,0.0008359248624724194,0.0013273347867652774
20,B-全部外部(10维),LSTM,29,0.000823650084669136,0.0006901134038344026
20,B-全部外部(10维),LSTM,30,0.0008618197845994904,0.000993656343780458
20,B-全部外部(10维),LSTM,31,0.0007503754246106623,0.0008098642574623227
20,B-全部外部(10维),LSTM,32,0.0007460069944248703,0.0012684063985943794
20,B-全部外部(10维),LSTM,33,0.000988379385152248,0.0007797456928528845
20,B-全部外部(10维),LSTM,34,0.0007554128050449836,0.0006601063068956137
20,B-全部外部(10维),LSTM,35,0.0007316210387715186,0.0006241068476811051
20,B-全部外部(10维),LSTM,36,0.0008041414016824116,0.0006176654133014381
20,B-全部外部(10维),LSTM,37,0.0009479240219126792,0.001057565794326365
20,B-全部外部(10维),LSTM,38,0.0008360430944154418,0.0006604608497582376
20,B-全部外部(10维),LSTM,39,0.0007337210547162657,0.0005903219571337104
20,B-全部外部(10维),LSTM,40,0.0006832882217587226,0.0008460470126010478
20,B-全部外部(10维),LSTM,41,0.0007351048680973662,0.0008167081396095455
20,B-全部外部(10维),LSTM,42,0.0006651724486154651,0.0006848615012131631
20,B-全部外部(10维),LSTM,43,0.0007591532730443324,0.001119800959713757
20,B-全部外部(10维),LSTM,44,0.000777225711117077,0.0010815728455781937
20,B-全部外部(10维),LSTM,45,0.0007518176457243774,0.0006211923318915069
20,B-全部外部(10维),LSTM,46,0.0006809892875292499,0.0005997784901410341
20,B-全部外部(10维),LSTM,47,0.0007293649257342505,0.0006831925711594522
20,B-全部外部(10维),LSTM,48,0.000742731891252775,0.000650811183732003
20,B-全部外部(10维),LSTM,49,0.0008087050597537221,0.0011019839439541101
20,B-全部外部(10维),LSTM,50,0.0006595602113931927,0.0006556645384989679
20,B-全部外部(10维),LSTM,51,0.0006054925423092099,0.0007420178735628724
20,B-全部外部(10维),LSTM,52,0.0006681364196867301,0.0005693822749890387
20,B-全部外部(10维),LSTM,53,0.0006493467021629229,0.0007830352406017482
20,B-全部外部(10维),LSTM,54,0.000653907170433094,0.0007038118201307952
20,B-全部外部(10维),LSTM,55,0.0006495864249469565,0.000688869331497699
20,B-全部外部(10维),LSTM,56,0.0006083946743047266,0.0005569214699789882
20,B-全部外部(10维),LSTM,57,0.0006143293889131727,0.0007436401792801917
20,B-全部外部(10维),LSTM,58,0.0006551483598457818,0.0005538696423172951
20,B-全部外部(10维),LSTM,59,0.0006318953675805182,0.0006074632983654737
20,B-全部外部(10维),LSTM,60,0.000604106159521338,0.0009146195952780545
20,B-全部外部(10维),LSTM,61,0.0006332738995225539,0.0006021232693456113
20,B-全部外部(10维),LSTM,62,0.0006185826406366285,0.0006951167597435415
20,B-全部外部(10维),LSTM,63,0.0006013990303173502,0.0006715173367410898
20,B-全部外部(10维),LSTM,64,0.0006235607114851023,0.0006655147299170494
20,B-全部外部(10维),LSTM,65,0.0005852818070381611,0.0005539830890484154
20,B-全部外部(10维),LSTM,66,0.0006280550481310511,0.0006503930198960006
20,B-全部外部(10维),LSTM,67,0.0006728454494874677,0.0006147280801087618
20,B-全部外部(10维),LSTM,68,0.0006414979351718565,0.000746067613363266
20,B-全部外部(10维),LSTM,69,0.0006578351721393694,0.0005863443948328495
20,B-全部外部(10维),LSTM,70,0.0005859230640096993,0.0005999200511723757
20,B-全部外部(10维),LSTM,71,0.0005987460682000955,0.0005551522481255233
20,B-全部外部(10维),LSTM,72,0.0005722848567156455,0.0005975053645670414
20,B-全部外部(10维),LSTM,73,0.0005898655249741102,0.0006538928137160838
20,B-全部外部(10维),LSTM,74,0.0006043366464157065,0.0005752479191869497
20,B-全部外部(10维),LSTM,75,0.0005995721236972235,0.0007860481855459511
20,B-全部外部(10维),LSTM,76,0.0005812849955765354,0.0006552431150339544
20,B-全部外部(10维),LSTM,77,0.0005925980055181301,0.0007036351598799229
20,B-全部外部(10维),LSTM,78,0.0005958470063464846,0.0005489299655891955
20,B-全部外部(10维),LSTM,79,0.0006010296300025818,0.0005425232229754329
20,B-全部外部(10维),LSTM,80,0.0005862447095989561,0.000761752889957279
20,B-全部外部(10维),LSTM,81,0.0005815247263104378,0.0006539516616612673
20,B-全部外部(10维),LSTM,82,0.0005851951946935961,0.0006543059134855866
20,B-全部外部(10维),LSTM,83,0.0005826563087634621,0.0005556296673603356
20,B-全部外部(10维),LSTM,84,0.0005969471375646547,0.0005901962285861373
20,B-全部外部(10维),LSTM,85,0.0005648422566753501,0.0005445675342343748
20,B-全部外部(10维),LSTM,86,0.0005750189864767247,0.0005873646005056798
20,B-全部外部(10维),LSTM,87,0.0005790386327032111,0.0006230297149159014
20,B-全部外部(10维),LSTM,88,0.0005842956478211859,0.0006373364594765007
20,B-全部外部(10维),LSTM,89,0.0005851717385139817,0.0005569726345129311
20,B-全部外部(10维),LSTM,90,0.0006305799002428737,0.0005407948628999293
20,B-全部外部(10维),LSTM,91,0.0005895543341173521,0.0005460596876218915
20,B-全部外部(10维),LSTM,92,0.000590594816250675,0.0005360044306144118
20,B-全部外部(10维),LSTM,93,0.0005991910593104142,0.0006042794557288289
20,B-全部外部(10维),LSTM,94,0.0005653579474624425,0.0005575418472290039
