Date,gold_price,usd_index,oil_price,sp500
2016-04-27,1249.199951171875,94.38999938964844,45.33000183105469,2095.14990234375
2016-04-28,1265.5,93.76000213623047,46.029998779296875,2075.81005859375
2016-04-29,1289.199951171875,93.08000183105469,45.91999816894531,2065.300048828125
2016-05-02,1294.699951171875,92.62999725341797,44.779998779296875,2081.429931640625
2016-05-03,1290.699951171875,92.94000244140625,43.650001525878906,2063.3701171875
2016-05-04,1273.300048828125,93.18000030517578,43.779998779296875,2051.1201171875
2016-05-05,1271.4000244140625,93.77999877929688,44.31999969482422,2050.6298828125
2016-05-06,1292.9000244140625,93.88999938964844,44.65999984741211,2057.139892578125
2016-05-09,1265.5999755859375,94.1500015258789,43.439998626708984,2058.68994140625
2016-05-10,1263.9000244140625,94.29000091552734,44.65999984741211,2084.389892578125
2016-05-11,1274.5999755859375,93.81999969482422,46.22999954223633,2064.4599609375
2016-05-12,1270.300048828125,94.13999938964844,46.70000076293945,2064.110107421875
2016-05-13,1271.9000244140625,94.61000061035156,46.209999084472656,2046.6099853515625
2016-05-16,1273.4000244140625,94.56999969482422,47.720001220703125,2066.659912109375
2016-05-17,1276.199951171875,94.55000305175781,48.310001373291016,2047.2099609375
2016-05-18,1273.699951171875,95.08000183105469,48.189998626708984,2047.6300048828125
2016-05-19,1254.199951171875,95.29000091552734,48.15999984741211,2040.0400390625
2016-05-20,1252.4000244140625,95.30999755859375,47.75,2052.320068359375
2016-05-23,1251.0999755859375,95.2300033569336,48.08000183105469,2048.0400390625
2016-05-24,1228.9000244140625,95.56999969482422,48.619998931884766,2076.06005859375
2016-05-25,1223.5,95.3499984741211,49.560001373291016,2090.5400390625
2016-05-26,1220.0999755859375,95.16999816894531,49.47999954223633,2090.10009765625
2016-05-27,1213.800048828125,95.5199966430664,49.33000183105469,2099.06005859375
2016-05-31,1214.800048828125,95.88999938964844,49.099998474121094,2096.949951171875
2016-06-01,1211.9000244140625,95.45999908447266,49.0099983215332,2099.330078125
2016-06-02,1209.800048828125,95.55999755859375,49.16999816894531,2105.260009765625
2016-06-03,1240.0999755859375,94.02999877929688,48.619998931884766,2099.1298828125
2016-06-06,1244.5999755859375,93.9000015258789,49.689998626708984,2109.409912109375
2016-06-07,1244.4000244140625,93.83000183105469,50.36000061035156,2112.1298828125
2016-06-08,1259.800048828125,93.58999633789062,51.22999954223633,2119.1201171875
2016-06-09,1270.199951171875,94.0999984741211,50.560001373291016,2115.47998046875
2016-06-10,1273.4000244140625,94.5999984741211,49.06999969482422,2096.070068359375
2016-06-13,1284.4000244140625,94.37000274658203,48.880001068115234,2079.06005859375
2016-06-14,1285.5999755859375,94.93000030517578,48.4900016784668,2075.320068359375
2016-06-15,1285.800048828125,94.61000061035156,48.0099983215332,2071.5
2016-06-16,1296.0999755859375,94.56999969482422,46.209999084472656,2077.989990234375
2016-06-17,1292.5,94.20999908447266,47.97999954223633,2071.219970703125
2016-06-20,1290.0,93.61000061035156,49.369998931884766,2083.25
2016-06-21,1270.5,94.0199966430664,48.849998474121094,2088.89990234375
2016-06-22,1268.0,93.72000122070312,49.130001068115234,2085.449951171875
2016-06-23,1261.199951171875,93.52999877929688,50.11000061035156,2113.320068359375
2016-06-24,1320.0,95.44999694824219,47.63999938964844,2037.4100341796875
2016-06-27,1322.5,96.54000091552734,46.33000183105469,2000.5400390625
2016-06-28,1315.300048828125,96.25,47.849998474121094,2036.0899658203125
2016-06-29,1323.9000244140625,95.7699966430664,49.880001068115234,2070.77001953125
2016-06-30,1318.4000244140625,96.13999938964844,48.33000183105469,2098.860107421875
2016-07-01,1336.699951171875,95.6500015258789,48.9900016784668,2102.949951171875
2016-07-05,1356.4000244140625,96.16999816894531,46.599998474121094,2088.550048828125
2016-07-06,1364.9000244140625,96.05999755859375,47.43000030517578,2099.72998046875
2016-07-07,1360.0999755859375,96.33000183105469,45.13999938964844,2097.89990234375
2016-07-08,1356.5999755859375,96.30000305175781,45.40999984741211,2129.89990234375
2016-07-11,1355.0,96.56999969482422,44.7599983215332,2137.159912109375
2016-07-12,1334.0999755859375,96.44000244140625,46.79999923706055,2152.139892578125
2016-07-13,1342.4000244140625,96.22000122070312,44.75,2152.429931640625
2016-07-14,1331.300048828125,96.08000183105469,45.68000030517578,2163.75
2016-07-15,1326.5,96.58000183105469,45.95000076293945,2161.739990234375
2016-07-18,1328.4000244140625,96.55999755859375,45.2400016784668,2166.889892578125
2016-07-19,1331.5,97.05000305175781,44.650001525878906,2163.780029296875
2016-07-20,1318.800048828125,97.19999694824219,44.939998626708984,2173.02001953125
2016-07-21,1330.5,97.0,44.75,2165.169921875
2016-07-22,1323.0999755859375,97.47000122070312,44.189998626708984,2175.030029296875
2016-07-25,1319.300048828125,97.29000091552734,43.130001068115234,2168.47998046875
2016-07-26,1320.699951171875,97.16000366210938,42.91999816894531,2169.179931640625
2016-07-27,1326.5999755859375,97.05000305175781,41.91999816894531,2166.580078125
2016-07-28,1332.300048828125,96.73999786376953,41.13999938964844,2170.06005859375
2016-07-29,1349.0,95.52999877929688,41.599998474121094,2173.60009765625
2016-08-01,1351.4000244140625,95.70999908447266,40.060001373291016,2170.840087890625
2016-08-02,1364.4000244140625,95.05999755859375,39.5099983215332,2157.030029296875
2016-08-03,1356.0999755859375,95.55999755859375,40.83000183105469,2163.7900390625
2016-08-04,1358.800048828125,95.76000213623047,41.93000030517578,2164.25
2016-08-05,1336.4000244140625,96.19000244140625,41.79999923706055,2182.8701171875
2016-08-08,1333.4000244140625,96.4000015258789,43.02000045776367,2180.889892578125
2016-08-09,1339.0,96.18000030517578,42.77000045776367,2181.739990234375
2016-08-10,1344.300048828125,95.6500015258789,41.709999084472656,2175.489990234375
2016-08-11,1342.5,95.86000061035156,43.4900016784668,2185.7900390625
2016-08-12,1335.800048828125,95.72000122070312,44.4900016784668,2184.050048828125
2016-08-15,1340.300048828125,95.62999725341797,45.7400016784668,2190.14990234375
2016-08-16,1350.5,94.79000091552734,46.58000183105469,2178.14990234375
2016-08-17,1342.699951171875,94.72000122070312,46.790000915527344,2182.219970703125
2016-08-18,1351.199951171875,94.16000366210938,48.220001220703125,2187.02001953125
2016-08-19,1340.4000244140625,94.51000213623047,48.52000045776367,2183.8701171875
2016-08-22,1337.699951171875,94.5199966430664,47.04999923706055,2182.639892578125
2016-08-23,1340.5999755859375,94.54000091552734,48.099998474121094,2186.89990234375
2016-08-24,1324.4000244140625,94.79000091552734,46.77000045776367,2175.43994140625
2016-08-25,1320.0999755859375,94.7699966430664,47.33000183105469,2172.469970703125
2016-08-26,1321.5,95.56999969482422,47.63999938964844,2169.0400390625
2016-08-29,1322.9000244140625,95.58000183105469,46.97999954223633,2180.3798828125
2016-08-30,1311.699951171875,96.05000305175781,46.349998474121094,2176.1201171875
2016-08-31,1306.9000244140625,96.0199966430664,44.70000076293945,2170.949951171875
2016-09-01,1312.199951171875,95.6500015258789,43.15999984741211,2170.860107421875
2016-09-02,1322.0999755859375,95.87999725341797,44.439998626708984,2179.97998046875
2016-09-06,1349.4000244140625,94.81999969482422,44.83000183105469,2186.47998046875
2016-09-07,1344.300048828125,94.95999908447266,45.5,2186.159912109375
2016-09-08,1336.800048828125,95.02999877929688,47.619998931884766,2181.300048828125
2016-09-09,1330.0999755859375,95.33999633789062,45.880001068115234,2127.81005859375
2016-09-12,1321.0,95.0999984741211,46.290000915527344,2159.0400390625
2016-09-13,1319.0,95.62999725341797,44.900001525878906,2127.02001953125
2016-09-14,1321.5,95.33000183105469,43.58000183105469,2125.77001953125
2016-09-15,1313.5,95.29000091552734,43.90999984741211,2147.260009765625
2016-09-16,1305.800048828125,96.11000061035156,43.029998779296875,2139.159912109375
2016-09-19,1313.5,95.83999633789062,43.29999923706055,2139.1201171875
2016-09-20,1313.699951171875,96.0199966430664,43.439998626708984,2139.760009765625
2016-09-21,1326.9000244140625,95.66000366210938,45.34000015258789,2163.1201171875
2016-09-22,1340.4000244140625,95.44999694824219,46.31999969482422,2177.179931640625
2016-09-23,1337.199951171875,95.4800033569336,44.47999954223633,2164.68994140625
2016-09-26,1339.699951171875,95.30999755859375,45.93000030517578,2146.10009765625
